table_name,column_name,column_description,注释,Annotation,
LC_Buyback,CurrencyUnit,No description available,,,
LC_Buyback,OverruledDate,No description available,,,
LC_BuybackAttach,ID,ID,,,
LC_BuybackAttach,BuybackID,股份回购ID,股份回购ID（BuybackID）：与LC_Buyback表的ID字段关联。,Share Repurchase ID (BuybackID): Associated with the ID field of the LC_Buyback table.,
LC_BuybackAttach,InfoPublDate,信息发布日期,,,
LC_BuybackAttach,EffectiveDate,生效日期,,,
LC_BuybackAttach,CurrencyUnit,货币单位,货币单位(CurrencyUnit)与(CT_SystemConst)表中的DM字段关联，令LB = 1068，得到货币单位的具体描述：1000-美元，1001-美分，1002-美元(次日)，1003-美元(同日)，1100-港元，1110-印度卢比，1120-印度尼西亚卢比，1130-伊朗里亚尔，1140-波兰兹罗提，1150-匈牙利福林，1160-日本元，1161-欧洲日元(离岸)，1170-约旦第纳尔，1180-科威特第纳尔，1190-阿联酋迪拉姆，1200-亚美尼亚德拉姆，1210-澳门元，1220-马来西亚林吉特，1230-安第列斯群岛盾，1240-安哥拉宽扎，1250-尼泊尔卢比，1260-哈萨克斯坦坚戈，1270-巴基斯坦卢比，1280-阿鲁巴岛弗罗林，1290-菲律宾比索，1300-阿塞拜疆马纳特，1310-波斯尼亚马克，1320-新加坡元，1330-韩国元，1340-孟加拉塔卡，1350-百慕大元，1360-泰国铢，1370-沙特里亚尔，1380-文莱林吉特，1390-不丹努尔特鲁姆，1400-博茨瓦纳普拉，1410-白俄罗斯卢布，1420-人民币元，1430-台湾元，1440-伯利兹元，1450-南苏丹镑，1460-世界投资报告法郎，1470-佛得角埃斯库多，1480-厄立特里亚纳克法，1490-埃塞俄比亚比尔，1500-福克兰群岛镑，1510-格鲁吉亚拉里，1520-直布罗陀镑，1530-克罗地亚库纳，1540-以色列新谢克尔，1550-吉尔吉斯斯坦索姆，1560-开曼群岛元，1570-莱索托马洛蒂，1580-摩尔多瓦列伊，1590-马其顿第纳尔，1600-蒙古图格里克，1610-马拉维克瓦查，1620-梅蒂卡尔，1630-纳米比亚元，1640-巴布亚新几内亚基那，1650-塞尔维亚第纳尔，1660-圣赫勒拿群岛磅，1670-圣多美和普林西比多布拉，1680-太平洋法郎，1690-非共体法郎，1700-斯威士兰里兰吉尼，1710-塔吉克斯坦索莫尼，1720-土库曼斯坦马纳特，1730-汤加潘加，1740-乌克兰格里夫纳，1750-乌兹别克斯坦苏姆，1760-瓦努阿图瓦图，1770-萨摩亚塔拉，1780-中非金融合作法郎，1790-东加勒比元，1810-人民币(离岸)，2470-坦桑尼亚先令，3000-欧元，3010-比利时法郎，3020-丹麦克朗，3030-英镑，3031-便士，3040-德国马克，3050-法国法郎，3070-意大利里拉，3090-荷兰盾，3100-葡萄牙埃斯库多，3110-立陶宛立特，3120-西班牙比塞塔，3130-拉脱维亚立特，3140-斯洛文尼亚托拉尔，3150-奥地利先令，3160-斯洛伐克克朗，3170-爱沙尼亚克朗，3180-芬兰马克，3190-安道尔比塞塔(废弃)，3260-挪威克朗，3300-瑞典克朗，3310-瑞士法郎，3311-记帐瑞士法郎，3313-清算瑞士法郎，3430-苏联卢布(废弃)，3440-俄国卢布，3450-俄罗斯卢布，4000-巴西雷亚尔(废弃)，4100-巴西里亚尔，4290-墨西哥比索，5010-加拿大元，6010-澳大利亚元，6090-新西兰元，7101-刚果法郎，7103-尼日利亚奈拉，7105-越南盾，7107-肯尼亚先令，7109-卢森堡法郎，7111-摩洛哥迪拉姆，7113-南非兰特，7115-斯里兰卡卢比，7117-苏丹第纳尔，7119-也门里亚尔(废弃)，7120-苏丹镑，7121-爱尔兰镑，7123-土耳其里拉(废弃)，7125-捷克克朗(废弃)，8000-阿尔巴尼亚列克，8010-阿尔及利亚第纳尔，8020-阿富汗尼，8030-阿根廷比索，8040-也门里亚尔，8050-阿曼里亚尔，8060-埃及镑，8070-巴巴多斯元，8080-巴哈马元，8090-巴拉圭瓜拉尼，8100-巴林第纳尔，8110-巴拿马巴波亚，8120-保加利亚列弗，8130-冰岛克朗，8150-玻利维亚诺，8160-布隆迪法郎，8170-朝鲜圆，8180-赤道几内亚埃奎勒，8190-多米尼加比索，8200-厄瓜多尔苏克雷，8210-斐济元，8220-冈比亚法拉西，8230-哥伦比亚比索，8240-哥斯达黎加科朗，8250-古巴比索，8260-圭亚那元，8270-海地古德，8280-洪都拉斯伦皮拉，8290-吉布提法郎，8300-几内亚法郎，8310-几内亚比索，8320-加纳塞地，8330-柬埔寨瑞尔，8340-捷克克朗，8350-津巴布韦元，8360-卡塔尔里亚尔，8370-科摩罗法郎，8380-老挝基普，8390-黎巴嫩镑，8400-利比里亚元，8410-利比亚第纳尔，8420-卢旺达法郎，8430-罗马尼亚列伊，8440-马达加斯加阿里亚里，8450-马尔代夫卢比，8460-马耳他镑，8470-毛里求斯卢比，8480-毛里塔尼亚乌吉亚，8490-秘鲁新索尔，8500-缅甸元，8510-也门第纳尔，8520-南斯拉夫新第纳尔，8530-尼加拉瓜科多巴，8540-埃斯库多，8550-萨尔瓦多科朗，8560-塞拉里昂利昂，8570-塞浦路斯镑，8580-塞舌尔卢比，8590-沙特阿拉伯亚尔，8600-苏里南元，8610-所罗门元，8620-索马里先令，8630-特立尼达多巴哥元，8640-突尼斯第纳尔，8650-土耳其里拉，8660-危地马拉格查尔，8670-委内瑞拉玻利瓦尔，8680-乌干达先令，8690-乌拉圭新比索，8700-希腊德拉马克，8720-叙利亚镑，8730-牙买加元，8740-伊拉克第纳尔，8750-赞比亚克瓦查，8760-扎伊尔，8770-智利比索，8780-玻利维亚Mvdol基金，8790-智利CUF基金，8800-哥伦比亚实际价值单位，8810-古巴可兑换比索，8820-墨西哥UDI基金，8830-莫桑比克梅蒂卡尔，8840-东帝汶埃斯库多，8850-罗马尼亚列伊(废弃)，8860-苏里南盾(废弃)，8870-马尔加什法郎(废弃)，8880-赞比亚克瓦查(废弃)，9900-其他货币，9901-本地货币，9990-特别提款权，9999-各币种折合美元。,"The currency unit (CurrencyUnit) is associated with the DM field in the (CT_SystemConst) table. Setting LB = 1068, the specific description of the currency unit is as follows: 1000-USD, 1001-Cents, 1002-USD (next day), 1003-USD (same day), 1100-HKD, 1110-INR, 1120-IDR, 1130-IRR, 1140-PLN, 1150-HUF, 1160-JPY, 1161-EUR (offshore), 1170-JOD, 1180-KWD, 1190-AED, 1200-AMD, 1210-MOP, 1220-MYR, 1230-ANG, 1240-AOA, 1250-NPR, 1260-KZT, 1270-PKR, 1280-AFL, 1290-PHP, 1300-AZM, 1310-BAM, 1320-SGD, 1330-KRW, 1340-BDT, 1350-BMD, 1360-THB, 1370-SAR, 1380-BRN, 1390-BT, 1400-BWP, 1410-BYR, 1420-CNY, 1430-TWD, 1440-BZD, 1450-SSP, 1460-FRF, 1470-CVE, 1480-ERN, 1490-ETB, 1500-FKP, 1510-GEL, 1520-GIP, 1530-HRK, 1540-ILS, 1550-KGS, 1560-KYD, 1570-LSL, 1580-MDL, 1590-MKD, 1600-MNT, 1610-MWK, 1620-MET, 1630-NAD, 1640-PGK, 1650-RSD, 1660-SHP, 1670-STD, 1680-XPF, 1690-XAF, 1700-SZL, 1710-TJS, 1720-TMT, 1730-TTD, 1740-UAH, 1750-UZS, 1760-VES, 1770-SAM, 1780-XAF, 1790-XCD, 1810-CNY (offshore), 2470-TZS, 3000-EUR, 3010-BEF, 3020-DKK, 3030-GBP, 3031-Pence, 3040-DEM, 3050-FRF, 3070-ITL, 3090-NLG, 3100-PTE, 3110-LTL, 3120-ESP, 3130-LVL, 3140-SIT, 3150-ATS, 3160-SK, 3170-EEK, 3180-FIM, 3190-ADP (abolished), 3260-NOK, 3300-SEK, 3310-CHF, 3311-CHF (nostro), 3313-CHF (clearing), 3430-SUR (abolished), 3440-RUR, 3450-RUB, 4000-BRL (abolished), 4100-BRZ, 4290-MXN, 5010-CAD, 6010-AUD, 6090-NZD, 7101-CDF, 7103-NGN, 7105-VND, 7107-KES, 7109-LUF, 7111-MAD, 7113-ZAR, 7115-LKR, 7117-SDG, 7119-YER (abolished), 7120-SDR, 7121-IEP, 7123-TRY (abolished), 7125-CZK (abolished), 8000-ALL, 8010-DZD, 8020-AFN, 8030-ARS, 8040-YER, 8050-OMR, 8060-EGP, 8070-BBD, 8080-BS, 8090-PG, 8100-BHD, 8110-PAB, 8120-BGN, 8130-ISK, 8150-BOB, 8160-BIF, 8170-KRW, 8180-GEQ, 8190-DOP",
LC_BuybackAttach,BuybackSum,回购股数(股),,,
LC_BuybackAttach,Percentage,占总股本比例,,,
LC_BuybackAttach,CumulativeSum,累计回购数量(股),,,
LC_BuybackAttach,CumulativeSumToTS,累计回购数量占总股本的比例,,,
LC_BuybackAttach,HighPrice,最高价(元),,,
LC_BuybackAttach,LowPrice,最低价(元),,,
LC_BuybackAttach,BuybackFunds,本次回购资金(元),,,
LC_BuybackAttach,CumulativeValueSum,累计回购资金总额(元),,,
LC_BuybackAttach,UpdateTime,更新时间,,,
LC_BuybackAttach,JSID,JSID,,,
LC_BuybackAttach,InsertTime,发布时间,,,
LC_LegalDistribution,ID,ID,,,
LC_LegalDistribution,InnerCode,证券内部编码,证券内部编码（InnerCode）：与“证券主表（SecuMain）”中的“证券内部编码（InnerCode）”关联，得到证券的交易代码、简称等。,"Security Internal Code (InnerCode): Associated with the ""Security Main Table (SecuMain)"" ""Security Internal Code (InnerCode)"", to obtain the security's trading code, abbreviation, etc.",
LC_LegalDistribution,InfoPublDate,信息发布日期,,,
LC_LegalDistribution,InfoSource,信息来源,,,
LC_LegalDistribution,DistributionSum,配售总股数(股/份/张),,,
LC_LegalDistribution,DistributionReason,配售原因,配售原因(DistributionReason)与(CT_SystemConst)表中的DM字段关联，令LB = 1016，得到配售原因的具体描述：1-配股，2-发行新股，3-增发新股，4-可转换债券，5-吸收合并，6-基金发行，7-基金扩募，8-企业债券，9-基金营销，10-金融债券，11-股权分置，12-资产支持证券，13-权证发行，14-信用风险，15-港交所基金发行，16-可交换公司债券，17-优先股发行，18-CDR首发，19-CDR增发，20-CDR配股，21-非公开增发，22-公开增发，23-非公开增发配套融资，99-其他证券发行。,"The distribution reason (DistributionReason) is associated with the DM field in the (CT_SystemConst) table. Setting LB to 1016, the specific description of the distribution reason is obtained: 1 - Rights issue, 2 - New share issue, 3 - Additional share issue, 4 - Convertible bonds, 5 - Absorption merger, 6 - Fund issue, 7 - Fund expansion, 8 - Corporate bonds, 9 - Fund marketing, 10 - Financial bonds, 11 - Share reform, 12 - Asset-backed securities, 13 - Warrant issue, 14 - Credit risk, 15 - HKEX fund issue, 16 - Exchangeable corporate bonds, 17 - Preferred shares issue, 18 - CDR initial public offering, 19 - CDR additional issue, 20 - CDR rights issue, 21 - Private additional issue, 22 - Public additional issue, 23 - Private additional issue supporting financing, 99 - Other securities issue.",
LC_LegalDistribution,SerialNum,序号,,,
LC_LegalDistribution,AquirerName,获配企业名称,,,
LC_LegalDistribution,AquirerCharacter,获配企业性质,,,
LC_LegalDistribution,SecuCoBelongedCode,所属券商编号,"当获配对象类型(AquirerType)=2时，与“企业码表(EP_CompanyMain)”中的“企业编号(CompanyCode)”关联,得到事件主体企业的基本信息; 当获配对象类型(AquirerType)=3时,与“证券码表总表(SecuMainAll)”中的“证券内部编码(InnerCode)”关联,得到事件主体证券品种的基本信息。","When the AquirerType is 2, it is associated with the ""CompanyCode"" in the ""EP_CompanyMain"" table to obtain the basic information of the event subject company; when the AquirerType is 3, it is associated with the ""InnerCode"" in the ""SecuMainAll"" table to obtain the basic information of the event subject security variety.",
LC_LegalDistribution,SecuCoBelonged,所属券商名称,所属券商名称(SecuCoBelonged)：历史字段，日增数据参考本表“InvestorName[投资者名称(披露)]”,"Securities firm name (SecuCoBelonged): Historical field, daily incremental data refers to ""InvestorName [Investor Name (disclosed)]"" in this table.",
LC_LegalDistribution,SecuCode,证券代码,获配企业证券代码(SecuCode)和证券主表(SecuMain)中的InnerCode关联,The allocated company's security code (SecuCode) is associated with the InnerCode in the security main table (SecuMain).,
LC_LegalDistribution,AquiredSum,配售股数(股/份/张),,,
LC_LegalDistribution,OwnedPeriod,持股时间(月),,,
LC_LegalDistribution,DistributeNature,配售性质,"配售性质(DistributeNature)与(CT_SystemConst)表中的DM字段关联，令LB = 1220 AND DM IN (1,2,3,4,5,6)，得到配售性质的具体描述：1-一般法人，2-战略投资者，3-基金配售，4-原股东优先配售，5-高管及员工战略配售，6-保荐机构及相关子公司战略配售。","The ""DistributeNature"" is associated with the ""DM"" field in the ""CT_SystemConst"" table, where LB = 1220 AND DM IN (1,2,3,4,5,6), resulting in the specific description of the distribution nature: 1-General Corporation, 2-Strategic Investor, 3-Fund Allocation, 4-Original Shareholder Priority Allocation, 5-Executive and Employee Strategic Allocation, 6-Underwriting Institution and Related Subsidiary Strategic Allocation.",
LC_LegalDistribution,FloatDate,流通日期,,,
LC_LegalDistribution,Notes,备注说明,,,
LC_LegalDistribution,XGRQ,修改日期,,,
LC_LegalDistribution,JSID,JSID,,,
LC_LegalDistribution,IssuePrice,实际发行价(元),,,
LC_LegalDistribution,ValidApplyVol,有效申购股数(股),,,
LC_LegalDistribution,RefundAmount,退款金额(元),,,
LC_LegalDistribution,InitialInfoPublDate,首次信息发布日期,,,
LC_LegalDistribution,SecuAccountNumber,证券账户号码,,,
LC_LegalDistribution,SupplementAmount,补款金额,,,
LC_LegalDistribution,RestrictedSum,有锁定期配售股数(股),,,
LC_LegalDistribution,NonRestrictedSum,无锁定期配售股数(股),,,
LC_LegalDistribution,InvestorName,投资者名称,,,
LC_LegalDistribution,InvestorType,投资者类型,"投资者类型(InvestorType)与(CT_SystemConst)表中的DM字段关联，令LB = 1783 and DM in (1,2,3)，得到投资者类型的具体描述：1-自然人，2-企业，3-证券品种。","The investor type (InvestorType) is associated with the DM field in the (CT_SystemConst) table, with LB = 1783 and DM in (1,2,3), yielding the specific description of the investor type: 1 - Natural person, 2 - Enterprise, 3 - Securities variety.",
LC_LegalDistribution,InvestorCode,投资者编号,"当投资者类型(InvestorType)=2时，与“企业码表(EP_CompanyMain)”中的“企业编号(CompanyCode)”关联,得到事件主体企业的基本信息; 当投资者类型(InvestorType)=3时,与“证券码表总表(SecuMainAll)”中的“证券内部编码(InnerCode)”关联,得到事件主体证券品种的基本信息。","When InvestorType equals 2, it is associated with the ""CompanyCode"" in the ""EP_CompanyMain"" table to obtain the basic information of the event subject company; when InvestorType equals 3, it is associated with the ""InnerCode"" in the ""SecuMainAll"" table to obtain the basic information of the event subject security variety.",
LC_LegalDistribution,InsertTime,发布时间,,,
LC_LegalDistribution,CoreStaffsStraSHVal,其中:高管、员工参与战略配售股份金额(万元),,,
LC_LegalDistribution,SponsorStraSharesHVal,其中:保荐机构及相关子公司参与战略配售股份金额(万元),,,
LC_LegalDistribution,OtherStraSHVol,其中:其他参与战略配售计划数量(万股),,,
LC_LegalDistribution,OtherStraSHVal,其中:其他参与战略配售计划金额(万元),,,
LC_LegalDistribution,OtherStraSHRat,其中:其他计划参与战略配售占比(%),,,
LC_LegalDistribution,BidderCode,配售对象代码,,,
LC_LegalDistribution,AquirerAmount,获配金额(元),,,
LC_LegalDistribution,StandardInvestorName,投资者名称(标准),,,
LC_LegalDistribution,StandardAquirerName,获配对象名称(标准),,,
LC_LegalDistribution,AquirerType,获配对象类型,获配对象类型(AquirerType)与(CT_SystemConst)表中的DM字段关联，令LB = 1783，得到获配对象类型的具体描述：1-自然人，2-企业，3-证券品种，99-其他。,"The AquirerType is associated with the DM field in the CT_SystemConst table, setting LB = 1783, the specific description of the AquirerType is obtained: 1 - Natural Person, 2 - Enterprise, 3 - Securities Variety, 99 - Other.",
LC_LegalDistribution,ClassofInvestor,投资者分类,投资者分类(ClassofInvestor)与(CT_SystemConst)表中的DM字段关联，令LB=2465，得到投资者分类的具体描述：1-A类，2-B类，3-C类。,"The classification of investors (Class of Investor) is associated with the DM field in the (CT_SystemConst) table, setting LB=2465, the specific description of the classification of investors is obtained: 1-Class A, 2-Class B, 3-Class C.",
LC_NationalStockHoldSt,ID,ID,,,
LC_NationalStockHoldSt,InnerCode,内部编码,内部编码（InnerCode）：与“证券主表（SecuMain）”中的“证券内部编码（InnerCode）”关联，得到证券的交易代码、简称等。,"Internal Code: Associated with the ""InnerCode"" in the ""SecuMain"" table, obtaining the security's trading code, abbreviation, etc.",
LC_NationalStockHoldSt,CompanyCode,公司代码,公司代码（CompanyCode）：与“证券主表（SecuMain）”中的“公司代码（CompanyCode）”关联，得到上市公司的交易代码、简称等。,"Company Code (CompanyCode): Associated with the ""Company Code (CompanyCode)"" in ""Securities Main Table (SecuMain)"", to obtain the trading code, abbreviation, etc. of the listed company.",
LC_NationalStockHoldSt,EndDate,截止日期,,,
LC_NationalStockHoldSt,SHID,股东ID,股东ID（SHID）：与机构基本资料（LC_InstiArchive）中的企业编号（CompanyCode）关联,Shareholder ID (SHID): associated with the Company Code in the Institutional Basic Information (LC_InstiArchive),
LC_NationalStockHoldSt,SHName,股东名称,,,
LC_NationalStockHoldSt,HoldAShareSum,持有A股总数(股),,,
LC_NationalStockHoldSt,RestrainedAShare,其中:有限售A股数,,,
LC_NationalStockHoldSt,UnstintedAShare,其中:无限售A股数,,,
LC_NationalStockHoldSt,PCTOfTotalShares,占总股本比例(%),,,
LC_NationalStockHoldSt,PCTOfFloatShares,占流通A股比例(%)111,,,
LC_NationalStockHoldSt,HoldASumChange,持有A股数量增减(股),,,
LC_NationalStockHoldSt,HoldASumChangeRate,持有A股数量增减幅度(%),,,
LC_NationalStockHoldSt,InsertTime,发布时间,,,
LC_NationalStockHoldSt,UpdateTime,修改时间,,,
LC_NationalStockHoldSt,JSID,JSID,,,
CS_ForeignHoldingSt,ID,ID,,,
CS_ForeignHoldingSt,InnerCode,证券内部编码,证券内部编码（InnerCode）：与“证券主表（SecuMain）”中的“证券内部编码（InnerCode）”关联，得到证券的交易代码、简称等。,"Security Internal Code (InnerCode): Associated with the ""Security Main Table (SecuMain)"" ""Security Internal Code (InnerCode)"", to obtain the security's trading code, abbreviation, etc.",
CS_ForeignHoldingSt,TradingDay,交易日期,,,
CS_ForeignHoldingSt,ForeignHoldings,外资持股总数(万股),,,
CS_ForeignHoldingSt,ForeignHoldProp,外资持股比例(%),,,
CS_ForeignHoldingSt,UpdateTime,更新时间,,,
CS_ForeignHoldingSt,InsertTime,发布时间,,,
CS_ForeignHoldingSt,JSID,JSID,,,
LC_AShareSeasonedNewIssue,ID,ID,,,
LC_AShareSeasonedNewIssue,InnerCode,证券内部编码,,,
LC_AShareSeasonedNewIssue,InitialInfoPublDate,首次信息发布日期,,,
LC_AShareSeasonedNewIssue,AdvanceDate,预案发布日期,,,
LC_AShareSeasonedNewIssue,SMDeciPublDate,股东大会决议公告日期,,,
LC_AShareSeasonedNewIssue,AdvanceValidStartDate,预案有效期起始日,,,
LC_AShareSeasonedNewIssue,AdvanceValidEndDate,预案有效期截止日,,,
LC_AShareSeasonedNewIssue,IntentLetterPublDate,招股公告日(招股意向书发布日期),,,
LC_AShareSeasonedNewIssue,ProspectusPublDate,招股说明书发布日期,,,
LC_AShareSeasonedNewIssue,StockType,发行股票类型,,,
LC_AShareSeasonedNewIssue,PriceIntervalStatement,发行价区间确定方式说明,,,
LC_AShareSeasonedNewIssue,PricingModel,定价方式,,,
LC_AShareSeasonedNewIssue,RationModel,发行量定量方式,,,
LC_AShareSeasonedNewIssue,IssueMethod,发行方式,,,
LC_AShareSeasonedNewIssue,IssueObject,发行对象,,,
LC_AShareSeasonedNewIssue,IssuePriceCeiling,发行价上限(最高价)(元),,,
LC_AShareSeasonedNewIssue,IssuePriceFloor,发行价下限(元),,,
LC_AShareSeasonedNewIssue,ReferringPrice,承销商指导价格(元),,,
LC_AShareSeasonedNewIssue,IssueVolCeiling,发行量上限(不多于)(股),,,
LC_AShareSeasonedNewIssue,IssueVolFloor,发行量下限(股),,,
LC_AShareSeasonedNewIssue,OverAllotmentOption,超额配售权(股),,,
LC_AShareSeasonedNewIssue,IssueStartDate,发行日期上限,,,
LC_AShareSeasonedNewIssue,IssueEndDate,发行日期下限,,,
LC_AShareSeasonedNewIssue,UnderwritingStartDate,*承销期上限,,,
LC_AShareSeasonedNewIssue,UnderwritingEndDate,*承销期下限,,,
LC_AShareSeasonedNewIssue,IfExRightAShare,A股除权与否,A股除权与否（IfExRightAShare）：固定常量：1->是0->否,"Whether A-share is ex-right (IfExRightAShare): Fixed constant: 1 -> Yes, 0 -> No",
LC_AShareSeasonedNewIssue,RightRegDate,股权登记日,,,
LC_AShareSeasonedNewIssue,ExRightDate,除权日,,,
LC_AShareSeasonedNewIssue,SuspendStartDate,停牌时间起始日,,,
LC_AShareSeasonedNewIssue,SuspendEndDate,停牌时间截止日,,,
LC_AShareSeasonedNewIssue,PrefPlaDateH,老股东优先配售日期,,,
LC_AShareSeasonedNewIssue,PrefPlaRatioH,老股东优先配售比例(10配X),,,
LC_AShareSeasonedNewIssue,PrefPlaApplyCodeH,老股东优先配售申购代码,,,
LC_AShareSeasonedNewIssue,PrefPlaApplyAbbrNameH,老股东优先配售申购简称,,,
LC_AShareSeasonedNewIssue,IssueDateOnline,上网公开发行日期,,,
LC_AShareSeasonedNewIssue,ApplyCodeOnline,上网发行申购代码,,,
LC_AShareSeasonedNewIssue,ApplyAbbrNameOnline,上网发行申购简称,,,
LC_AShareSeasonedNewIssue,ApplyUnitOnline,上网发行认购单位(股),,,
LC_AShareSeasonedNewIssue,ApplyMaxOnline,上网发行申购上限(股),,,
LC_AShareSeasonedNewIssue,ApplyStartDateLPOffline,法人网下配售申购日期起始日,,,
LC_AShareSeasonedNewIssue,ApplyEndDateLPOffline,法人网下配售申购日期截止日,,,
LC_AShareSeasonedNewIssue,PayStartDateLPOffline,法人网下申购缴款开始日,,,
LC_AShareSeasonedNewIssue,PlaPayEndDateLPOffline,法人网下申购缴款截止日,,,
LC_AShareSeasonedNewIssue,ApplyUnitLPOffline,法人网下配售认购单位(股),,,
LC_AShareSeasonedNewIssue,ApplyMinLPOffline,法人网下配售申购下限(股),,,
LC_AShareSeasonedNewIssue,ApplyMaxLPOffline,法人网下配售申购上限(股),,,
LC_AShareSeasonedNewIssue,ValidApplyTimesLPOffline,法人网下配售有效申购次数限定,法人网下配售有效申购次数限定(ValidApplyTimesLPOffline)与(CT_SystemConst)表中的DM字段关联，令LB = 1195，得到法人网下配售有效申购次数限定的具体描述：1-多次申购，2-一次申购。,"The valid application times for offline allocation to legal persons (ValidApplyTimesLPOffline) is associated with the DM field in the CT_SystemConst table. When LB equals 1195, the specific description for the valid application times for offline allocation to legal persons is: 1 for multiple applications, 2 for a single application.",
LC_AShareSeasonedNewIssue,ApplyStartDateF,*基金优先配售申购日期上限,,,
LC_AShareSeasonedNewIssue,ApplyEndDateF,*基金优先配售申购日期下限,,,
LC_AShareSeasonedNewIssue,PayStartDateF,*基金优先配售缴款期下限,,,
LC_AShareSeasonedNewIssue,PayEndDateF,*基金优先配售缴款期上限,,,
LC_AShareSeasonedNewIssue,PrefAllotmentF,投资基金配售限额(股),,,
LC_AShareSeasonedNewIssue,PrefAllotmentSingleF,单个基金配售限额(股),,,
LC_AShareSeasonedNewIssue,STAQNETPlaStartDate,STAQ/NET定向配售时间起始日,,,
LC_AShareSeasonedNewIssue,STAQNETPlaEndDate,STAQ/NET定向配售时间截止日,,,
LC_AShareSeasonedNewIssue,STAQNETPlaRatio,STAQ/NET定向配售比例(10配X),,,
LC_AShareSeasonedNewIssue,QuotationUnitOnline,网上申购报价单位(元),,,
LC_AShareSeasonedNewIssue,QuotationUnitOffline,网下申购报价单位(元),,,
LC_AShareSeasonedNewIssue,OddLotsTreatment,零股处理方法,,,
LC_AShareSeasonedNewIssue,ParValue,面值(人民币),,,
LC_AShareSeasonedNewIssue,IssuePrice,实际发行价(元),,,
LC_AShareSeasonedNewIssue,StateSharesIssuePrice,*国有股存量发行每股发行价(元),,,
LC_AShareSeasonedNewIssue,WeightedPERatio,发行市盈率(加权平均)(倍),,,
LC_AShareSeasonedNewIssue,DilutedPERatio,发行市盈率(全面摊薄)(倍),,,
LC_AShareSeasonedNewIssue,IssueVol,发行量(股),,,
LC_AShareSeasonedNewIssue,StateSharesIssued,*国有股存量发行股数(股),,,
LC_AShareSeasonedNewIssue,TotalIssueMV,发行总市值(元),,,
LC_AShareSeasonedNewIssue,IssueCost,发行费用总额(元),,,
LC_AShareSeasonedNewIssue,UnderwritingFee,承销费用(元),,,
LC_AShareSeasonedNewIssue,CPAFee,注册会计师费用(元),,,
LC_AShareSeasonedNewIssue,AssetAppraisalFee,资产评估费用(元),,,
LC_AShareSeasonedNewIssue,LandEvaluationFee,土地评估费用(元),,,
LC_AShareSeasonedNewIssue,AttorneyFee,律师费用(元),,,
LC_AShareSeasonedNewIssue,TotalAgentFee,中介机构费合计(元),,,
LC_AShareSeasonedNewIssue,OnlineIssueFee,上网发行费用(元),,,
LC_AShareSeasonedNewIssue,ScripFee,股票登记费用(元),,,
LC_AShareSeasonedNewIssue,SponsorFee,上市推荐费用(元),,,
LC_AShareSeasonedNewIssue,OtherFee,其他费用(元),,,
LC_AShareSeasonedNewIssue,IssueCostPerShare,每股发行费用(元/股),,,
LC_AShareSeasonedNewIssue,FreezedMoney,冻结资金(元),,,
LC_AShareSeasonedNewIssue,SNIProceeds,增发新股募集资金总额(元),,,
LC_AShareSeasonedNewIssue,SNINetProceeds,增发新股募集资金净额(元),,,
LC_AShareSeasonedNewIssue,StateSharesProceeds,*国有股存量发行收入总额(元),,,
LC_AShareSeasonedNewIssue,StateSharesNetProceeds,*国有股存量发行收入净额(元),,,
LC_AShareSeasonedNewIssue,MoneyToAccount,募集资金到帐金额(元),,,
LC_AShareSeasonedNewIssue,DateToAccount,募集资金到帐时间,,,
LC_AShareSeasonedNewIssue,NewShareListDate,增发股份上市日期,,,
LC_AShareSeasonedNewIssue,OutstandingShares,本次上市流通股数(股),,,
LC_AShareSeasonedNewIssue,PutBackVol,网上网下回拨股数(股),,,
LC_AShareSeasonedNewIssue,PrefPlaVolH,原股东优先配售股数(股),,,
LC_AShareSeasonedNewIssue,PublicOfferVolOnline,上网公开发行股数(股),,,
LC_AShareSeasonedNewIssue,ValidApplyVolOnline,网上发行有效申购总量(股),,,
LC_AShareSeasonedNewIssue,ValidApplyNumOnline,网上发行有效申购户数(户),,,
LC_AShareSeasonedNewIssue,OverSubsTimesOnline,网上发行超额认购倍数(倍),,,
LC_AShareSeasonedNewIssue,LotRateOnline,网上发行中签率,,,
LC_AShareSeasonedNewIssue,PlaVolLPOffline,法人网下配售股数(股),,,
LC_AShareSeasonedNewIssue,ValidApplyVolLPOffline,法人网下配售有效申购总量(股),,,
LC_AShareSeasonedNewIssue,ValidApplyNumLPOffline,法人网下配售有效申购户数(户),,,
LC_AShareSeasonedNewIssue,OverSubsTimesLPOffline,法人网下配售超额认购倍数(倍),,,
LC_AShareSeasonedNewIssue,LotRateLPOffline,法人网下配售中签率,,,
LC_AShareSeasonedNewIssue,PlaVolF,投资基金配售股数(股),,,
LC_AShareSeasonedNewIssue,PlaVolSTAQNET,STAQ/NET定向配售股数(股),,,
LC_AShareSeasonedNewIssue,TailoredPlaVolLP,法人定向配售股数/战略定向配售(股),,,
LC_AShareSeasonedNewIssue,EarningForecastYear,盈利预测年度,,,
LC_AShareSeasonedNewIssue,MainIncomeForecast,主营业务收入预测(元),,,
LC_AShareSeasonedNewIssue,NetProfitForecast,净利润预测(元),,,
LC_AShareSeasonedNewIssue,DilutedEPSForecast,全面摊薄每股盈利预测(元),,,
